language,labels
kahan jao ge mujhe chor kar main pooch pooch k thak gaya wo jawab mujh ko na de saka wo to khud sarapa sawal tha  wo jo mila sadyion baad bhi mere lab pe koi gila na tha meri chup ne usay rula diya jisey guftagu main kamal tha,1
 five star??....ap baat ko badalty q hn ..daleel k tarazu m tol k wazan barabar q nh krty,1
lekan teri agg nei buje gi randi,0
en judges ki gand ma ap log danda q nae dete ye bhen chod sirf en choron ko relief dete hain or aaam awam mar jati hai likn insaf nae milta.,0
yesterday somebody in pakistan have filed litigation in supreme court claiming that general bazwa is ahmadiya and higher positions are not for non muslims like ahmadiya,1
 do you someone name shahid afridi okk ashwin to yaad hoga na,1
ab page ki advertisement shuru kr do,1
  uh're such a nice  &  loyal personðŸŒ¸ or teri galiyan bri mazy ki lagti chill bndi a ! ,1
 wese kamal bat hai k gareeda k baad ab asma ki nazar b ss ki topi pe hai,1
rt : chal dil mere chorh yh phere  yh dunya jhooti log hain bharwe:),0
"we don't want justice and court trial, just give us rapist to us.  baki ka hum dekh lenge.   #rip_priyanka #ek_beti_ka_baap",1
abe rundi ke pille kuch bolega madarchud maine kaha block kiya hai teko chootm,0
and hijra are trans!,1
    tu kyu pareshaan ho rahi hai? mai hu na tere saath. inko khud afsoos hoga kis bayane me fhas gai ðŸ˜‚ðŸ˜‚ don't worry,1
 sab sahi bt hy,1
mam ya bta do k 30 years se fazal ur rehman hr govt ma shamil ha aur 30 years se ppp aur pmln ki govt ha pakistan ma ab soch lain k kon yahodi agent tha,1
o gashti jab tumharay saudi wahabi un kay fouji maro gay tu wo sirf warning bhi na dain. ,0
this lil bastard just dived right into my coffee killing not only itself but also my buzz. bhenchod machar.,0
apke shadi be isi company ky owner sy ho giðŸ¤£ðŸ¤£,1
  hoti hai kuch bt sab nae still there exist few loyals ðŸŒšðŸŒšâ™¥ï¸â™¥ï¸â™¥ï¸,1
 hmmmm aakhir kon????,1
is phudi nasal ko itni attention na do bc bacha ha yeh,0
 khair choro yeh toh roz ki baat haiðŸ¥€,1
kyu k pakistanio ko yahi paraya gaya ha k china hamara dost ha turkey se hame mohabbat sikhayi gayi hai,1
aap bh burhapy mn jaky karna,1
"meri pyari randi, agar teri ye baat sahi hoti tho tere porky leaders kab ke marr gaay hote! tho lihaaza tu apni laanat apni gaand aur phudi mein bhej de- uska address tho tujhay kya, tere puray mohallay ko pata hoga!!ðŸ˜œðŸ‘„ðŸ‘…ðŸ‘…ðŸ’‹ðŸ’‹ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£",0
bhagwan tum jesi randi maa kisi bacche ko na de,0
 reply aya tha naaðŸ¤£,1
 abey bossri k madarchod ab tu kon hai nhenchod,0
tujh jese bharwe ki itni c bat smjhne ki bhi auqat nhi k agr ns ko kch b hota he to zahir bat he ilzam hkomat py lagy ga qk un logon ko moqa chahiye hkomat py bat dalne ka so wo aisa kuch krne ka kbhi sochen gy bhi nhi.han un k apne bndy zror aisa kr k hkomat ko bdnam kr skty hn,0
guys yaha kuch logon ko boora lag raha kisi ko boora ni bol rahe jo dikh raha hai wahi bol rahe hai sab ghar walon k connection unka game strong karte dikh rahe hai efforts dikh rahe hain or ek connection ye hai jo i me my self that's it #kingasim,1
rt : me na jaon ga kabhi tjh chod k ye jan ly,1
 apni bhan beti ko kh sakta hy kyea ap?? k who akr apky samny yeh baat kahy k mara jism mari marzi. ma jisky marzi bachy paida kro etc etc?? batao kah sakty ho?? bikaaoo insaan,0
is bhen l ka namr kya hai ...is ki maa ki ankh,0
tere family ko laat paregi tab pata chalega bjp ke bharwe,0
sar is k ilwa hm na her trah sa defend bi kia imran khan ko but abi tak hm pti sa koi achi umed nae ha sab kuch phela jsa chal raha h hmra city ma bi wsa hi log ha pti m jsa pmln or ppp ma tha,1
"oh teri, who is talking, humanity, peace, ðŸ˜‚ makkar, munafik, jaahilo ka sardar ",0
where are you    ?? sharam nhi ati ya guts hi nhi hain ?? phattu saale. #jnuvioence  #jnuattacks,0
 tu asal haramda hai kottiya k beche pasisa le kar apni maa ko sale kar deta hai apni shakal de harami likha hai mulak k gerdaro ko mout milni cheye thi,0
wah wah kutta bhaunk raha hay urdu mein.,0
olana was right all along. kudos to molana for bringing this issue to light and exposing the qadiyanis among the army ranks and also the yahoodi agent mangu niazi.,0
jab tumhare favourite contestant ke khilaaf kuch nhi bolte toh bhenchod #besthostsalmankhan trend karoge... aur agar tumhare fab ke khilaaf boldiye toh biased. chutiyo sachai ka stand lo... favourites ka nahi bhosdiwalo !!!,0
charsi ..soch smjh k bol kya bol rha h,0
khoti k bachay cheemay bhenchod border pe kidher 50 lakh ka acre hai?  jhoot bol bol k tera mu puthay tavay jesa ho gya per ghairat naam ki tere andar koi cheez he nai hai.,0
baap ka paisa with no jobs and no worries of future,1
apne baap manmohan singh se ye baat pucha tha kabhi #nirbhaya case ke baad? ki har chiz ke liye sirf modi yaad aate hain?,0
 oho mujhe kiya zarorat hai aap k whatâ€™s up number mangny ki madem mery pass kya kami ha mery pass meri apni prinses ha pari,1
agr sub centres ma logistics ka samaan poora hota to hr roz alag venue pr ik match hota ye saala ghareeb board ha hmara dua kro next time sahi planning kren,0
ha maine bhi to yahi kaha h,1
o teri bivi ko chodo chotiy k bchy kis ko bewaqof bna raha he .teri gand me itna dam he tu mere sath monazra kar ly me sabat kar do ga imran shytan india.yahodi.qadiyani ka ijent he gand marwa kr wzarat leny waly baty kar raha he,0
 kabhi kabhi to chalta hy na ..thora bht ðŸ™Š,1
muh se mumfali nahi tootti aur g**d se akhrot tod rahe hai bhai sahab.,0
tum apne rub ki kon kon se naemat ko jutlao ge,1
 kashif esay mat bolain..ðŸ˜­ðŸ˜­,1
wase pedashi chawal ha ya tare bap ne tujhe peda karne se pahle chawal mary phr tare jase kutty peda hoty hain bc logon kise ky mazhab ky sth ase mazak mat karo kal wo log tumhare mazhab ky sth karin beghairt nasal sahafiyo ki,0
"chutiyen saale! hindu ko apni tarah hijra samjha hai! yaad rakhna agar hum bhagwan shree ram ko puj tein hai toh, mahakal ko bhi puj te hai.",0
bhai shahab i am sorry for my language but in madarchodo ki aukat nh hai ki ak shabad bhi in muslim ke kilaf bole. agar mere ko kabhi zindagi mai muka mila to mai rahul kawal aur rajdeep ko ye puchuga ki madar chod tum chat be keliye peaida hue the kya. hate liberal.,0
han na 500 mein bc kya kya ho jata haðŸ˜‚,0
"she is bussy in dreaming of akhrot ðŸ˜­ðŸ˜­ðŸ˜­,2016-09-24 17:53:58",0
fasla rakain pir bad mein ap kehty hn ap myry circle mein move ni kar sakti,1
i am a sad owaisi. randi rona wala  owaisi. ðŸ¤£ðŸ¤£ðŸ¤£   #iamasadowaisi,0
bhen chod gandu harami teri maa ko chodu ass holes,0
same with ahmaddiya. they segregate male and raaje there and rich and poor.,1
yeh guzaar jain gi mgr inka january nahi guzray ga   kuch kro bhaeee. ,1
wahh nhi bhenchod wahhðŸ™ðŸ»ðŸ™ðŸ»ðŸ˜,0
 ma nhi kisi ka supporter,1
 tumhy kuch bola tha fazool larki,0
kaafir hai to shamsher pe krta h bharosa momin ha to be-tegh hi larta ha sipahi. dr allama muhammad iqbal,1
itna koi baighairat hai abhi tak tweet delete nahi kiya.... ,0
"i am against this aurat march. sirf is chu**ye insan ko gali nikalnay say roka hay. mazeed izat afzai kay liye dm main ao, aisay chitar maron ga yad rakho gay.",0
 toba toba. asal moman woh hae jo moka milnay k bwjud sabit qadam rhay.,1
"apney ghar ki tarbiyat twitter pe mat dikhaya karo logon k pata chal jayega k maa ne isey ""randi"" lafz k ilawa aur kuch nahi sikhaya q aur aksar in alfaz ka istemal wahi kartey hain jin k ghar mein wahi chez mojood hoti hain.",0
akhrot ... much better than chilghozay.,1
wesay so called hanfi sb......roz e mehshar zavit kerna paray ga...k imran khan yahoodi tha ya nai....lekan app ke bato se lagta hey k app zaroor mulk dushman hey,1
  mohtrma roz light ki update leti the k kitni lpad sheding ho rhe ha isb ab keera mar rha ha jo is k andr tha,1
  danish bhai sy pucha hai apsy nahi,1
 yall ever reread old txt messages and be embarrassed asfðŸ˜­ like damn why i say that,1
bsdk ke ky bandr wale emoji use kar rha.......  ... .inti mar li tum sab ki fer v sharm nhi aati,0
bahaaaro phoolðŸŒ¹brsao mere bhaiyaâ¤ae hainðŸ˜˜ welcomeðŸ˜bhaiyajaniâ¤ bohttt miss kea apkoðŸ˜” aj itny din bd live  bhai k show me dykh k dil ko tsali hui ese ek dum gaeb na hua kryn plz slamti ki dheron duaienðŸ’ž,1
tum sath ho ya na ho kya frk hy  bydrd thi zindagi bydrd hy...,1
"chal be bhadawe, gadhe bech kar jeevan chal raha hai aur paise denge jameen ka, bhosari ke bakchod",0
"baht bate ahmaq ho molana sb, ye quraan or sunnat wali maishat ap ko pahle kbhi yad nhi i jb tk assembly m thy, ya tb haraam bnd hone ka dr tha? allah se dren or abhi b moka h seedhe rasty p ajaen, qayamat ki nishanio m se ak bari nishani mt bnen, jo logo ko gumtah krty hn apki",0
 pata hai mujhy..ðŸ˜Œ,1
abhi koi christian ya yahoodi amreeka mei kisi muslim bachay ko perhane se inkar kerde to saare sarkari neem sarkari khudai faujdaro'n ne tv pe apna ehtijaaj record kera diya hota.. human rights minister ne balti bher ansu baha diye hote..,1
chutiye kaagaz nhi dikhane caa meinðŸ˜‚ðŸ˜‚ charsi.,0
tarefein sunne hain ha to mujh se sunlo mere crush k ðŸ¤žðŸ¼ðŸ¤­,1
   usy mat bulaoo ðŸ¥ºðŸ¥ºðŸ˜‚,1
chal be bharwe faltu ka credit le rahe,0
 bro  ki koi galti nhi hy yeh sab  ki galti hy or i think k    ka game krab krny aaya hy,1
#asim 2 #shehnazgill :- mujhe mere baap n pathar ka bnaya h in baato se m hurt nahi hota.  me:- then why u were showing ever1 that u were hurt frm whtever #paras commented? it means u were acting hurt and not actually hurt.ðŸ¤”ðŸ™„ #bb13 #biggboss13  #bigboss13,1
bna lein jb mood hua join krny ka to btaa du ga,1
64 bacha agar chahta ha.. tu apni ami aur bhn ko bs bhaj da.. me nikal dn ga... wesa maza sa yad aya ka tri ma ka bht maza hn... neoga krwata ho na apni ma ka.... aik waqt me 10 mard.  neoga ki pedawar... ðŸ¤£ ðŸ¤£ ðŸ¤£,0
india ka aur hamara aaj se koi lena dena nahi. ,1
  payari 2 number anchor. shehbaz sharif ab shehzad akbar aur us goray columnst  ko sue q nahe kar raha? ab to wo khud london mai hai. shahid puranay lafafay ki bunyad per ab v support jari hai.,0
 oh tere mubaraka ðŸ˜‚â¤ï¸,1
hahahahah winner ko votes to dekh lo kitne % ai ha,1
"bhenchod kia education system hai apna, rattey laga laga kar logon ko impress karo bas.",0
"the kid from pindi who got his dreams of becoming a musician shattered by his army dad who told him â€œsharafat se ca kar, hum marasi nahi hain!!â€ ðŸ˜",1
yaar mujhe koi goli maarde bhenchod,0
 m b jb new thi tweeter py mjy b frnd ny kaha k fb meiny aagy sy reply kya no facebookðŸ˜œðŸ˜œ,1
"got it. isis has nothing to do with ahmadiya islam. but i have read the history of early islam, all those wars, punishment for conspiracy against islam, apostasy, beheading due to differences in opinions which were proven true and endorsed by the scholars.",1
nawaz sharif taira behnoie lagta hae jo iss chor ki ittni favour main ho...â€¦â€¦â€¦â€¦.u beghairat ?,0
rt : pictures of the world's deadliest virus.  may allah protect us all #cronavirus,1
 itni aasani say nai âœŒ,1
sale raza sabse pahle tere gand me goli maronga bharwe owisi saheb k bare koch bola to,0
bhen k lund ye vahi hai jisne tere jso ki ammi chod rkhi hai...sale itna marunga gharwale lene se bhi inkar krdege..sale halala ki paidais...yogi ki baat kaha kri mne...sale ghar me baith k jyada hosiyari dikhara hai..bahar nikal teri ammi na chod di..gandu,0
ðŸ˜„ðŸ˜„ bus sunaaa howa ha gujranwala mn pyari hoti ðŸ˜„ðŸ˜„ðŸ˜„,1
nikkah ky baad kya hota hoga?,1
 adhy animals mjhy bhej do na ðŸ˜’ðŸ˜’,1
"movie ha, really kuchh nhi hota",1
"wo jo tmhari jeans ki company hai na, shayad whi dekhkar boli hogi...ðŸ¤£ðŸ˜‰",1
 kon log hain yeh ;-;,1
   masallah bhen allah apko lambi zindgi dy ..me apka program dekha hai es se sabit howa ap ak ache khamdan se belong krti hain ...jb apne hazrat muhammad (s.a.w)ke nam pe angote chome us waqt mere dil se apke lia bhtt dunway nikli,1
 yeh to cheating ho gi na mene itni duae mangi thi harr jy,1
baap ke ghutno me acha lag rha hoga xd,1
ha wo thk hain alhumdullilah,1
rt : watson bhi soch mein par gaya hai bc ye kidhar se fast bowlers nikaal rahe hain.,0
          oohhh teri ðŸ˜‚ðŸ™†â€â™€ï¸,1
this is your reality fake propaganda chalate ho shame on you to hijra nikala rahe!!!,0
ye bat waqt butye ga,1
"wo kya kehte hain ki muh se falaana nahi toot raha, aur dhimkaane se akhrot todne chale.",1
rt : ghareeb paida hona nhi.. lkn ghareeb mar jana apni hi hoti ha ðŸ’¯,1
rt : fasla rkhyein baad mn ap â€œu deserve betterâ€ keh kr chor jaty hain.....!!! :),1
phir kehty hum bhot badry #muslim hn aur #ashaq_e_rasool sawm hain lanat hai un sab #haramio py jinho ny bibi fatima zahra ko shahheed kia aur #haq khaya ðŸ–ðŸ»ðŸ˜¡ðŸ• aur lanat un sab py jo un #haramio ky hamdard hain,0
 ni ðŸ™„ but u also have attitude,1
 itna handsome lrka br br ni milta ðŸ˜‘ðŸ˜‘,1
" usne block kiya his right, daru peena humara right ðŸ¤˜ðŸ¼ðŸ¤˜ðŸ¼, nahi pasand post mat dekho aage badho",1
ek din ayaagaa hisaab lyngaa in zalimona se,1
"bhenchod, cs khelta tu?â¤ï¸",0
 double meaning jokes mat kiya karo meray sath..ðŸ˜’,1
 single ho na ðŸ˜‚ðŸ˜‚ðŸ˜‚,1
itni beghairat army india ki 72saal se kha rahi mulk ka budget aaj tk apnay se 10 guna chota pakistan qaboo na aaska lakh lanat na mardo,0
kuch bhi to nae hai bhen g. ðŸ‘€,1
 ap b yahi sochte ho sabko yahi lagta hai to fir ye kya drama kar rahi hai,1
 i swear yrrrr aisa e hota hai....  privacy use b kron to online to show hota hai na pglðŸ˜‚ðŸ˜‚,0
sorry to sae unn ke izzat iss  martaba several notches aur kam ho gayae hae .. bohat saarae log inteha ke ahmaq haen ..  aur nuqsan inn ko khud ho ga ...,1
 tmhn yaad ho ya na ho clg /university ma lrko ko cgpa nai daity jtni aurat ko daity hein ðŸ˜ƒ,1
please for god sake  yeh dosri qandeel baloch hai  #hareemshah,1
o madadarchod: tum tu farigh ho aur yeh gashti tu waisay he sari raat jagti hay. o dallay o kanjar hum tu iran jatay hotay hain tu bata apni behan kitni baar mbs aur us kay wahabi sheikhon ko bhaijta hay.,0
 allah se duwa karo bass,1
 han ho gaya galti say..ðŸ¤,1
     haha ye pagal ho jata hai,0
ye charsi hai ðŸ˜‚ðŸ˜‚,0
"   hahahahahahahahahahahahaha wah kia mast joke mara hai ke ""hum dosre country pe ziada concentrate nahi kartay"" ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ as if we don't know ke tum log kitna concentrate kartay ho specifically pakistan peðŸ˜‚ next joke please ðŸ¤£",1
"wo item girl he sahi tum bhi kisi stage k bhaand or bary mirasi se kaam nhi ho . tanqeed karo  apna mirasi hony k jaraseem mat dikhao...,",0
 pupho chup kr k beth ja,1
kaash koi journalism courts bhi hon jin mn en lifafon ko argue kya ja skay.  #mediastayunbiased,0
 baad main phir thora sa ro lia tha jb terminal pe dost alg ho thy thy,1
 ye law tum ny to kahi nhi bna dia ðŸ˜³ ,1
"he meant he wants this values not only in usa but entire world, as per their prophecy entire world will be islamic and the world will come to an end. may be they will fight amongst themselves shia, sunni, ahmedi etc etc",1
"her personal boundaries or harass her.  imagine a politician you like. now attach the label ""ahmedi"" to their face and gauge your own emotional reaction, or imagine the general reaction from this society.",1
" aj kl barishen ho rahi hn,is lyea phisalta ja raha ha hahaha. agree to you dear.",1
door hon tujhse... ðŸ˜” teri khushi ke liye.. ðŸ˜¶ ye mat samajhna ki taqleef nhi hoti mujhe..!ðŸ˜£,1
madam......soch ly saari opposition waly imrankhanpti ko chor kar aap ko yahoodi agent declare krdingyðŸ¤«,0
abi ð˜¿ð™–ð™£ð™žð™¨ð™ k marny ka dukh khatam hoa nhe tha k ð™‹ð™¨ð™¡ 2020 ka anthum agya ab isky bd ð™Žð™–ð™–ð™™ shaheed hojaega or awaam ka rona start hojaega phrsy... 2020 ki starting he achi nhe hai baqi kya bnyga ðŸ˜‚ #merepaastumho #ehdewafa #psl2020,1
naen ap k ghar na bhej dean inko . bhen chod kutey army pe bakwas karta hy . lakh di lanat tery te . heera mandi ki pedaish,0
ðŸ˜‚ðŸ˜‚ðŸ˜‚wahan bhi clinic bana lenaðŸ˜‚ðŸ˜‚,1
shehnaaz gill teri itni himmat tu siddarth shukla oote haath chooke behan di lodi saali ghasti randii aurat tu bahar aa teri gaand ch loda na deva pher kahi,0
your leader  is hijra that's why he is not living with his wife.,0
waisay suna uski beemari theek huey ya abhi tak bc mustanda tarap raha hai,0
"lagta hai bauhat dard hoa hai kheeray ka abhi tumara abu mian sanp bhee marnay wala haramzadi, gashteeðŸ˜ðŸ˜ðŸ˜ randi salee",0
jeet gyi bjp dekh lena delhi election,1
medical report mai rape show hote hi rapist ko saja de deni chaiye kyo saalo tak un bichare maa baap ko ehsaah dilate rehte hai ki unki betiyan kis dard se gujari hai #justiceforpriyankareddy #justiceforroja #balatkari_mohammed_nikala  ,1
to wo song writer par depend karta ha ok na k fahad bhai pyðŸ™„,1
hum kisi ko ungali ni karty or agar koi kary to ungali toor k uski gand ko gift krdetty hain ðŸ˜‚ if u dnt beleive me ask from abhinandan and general bakshi randi ðŸ˜‚ðŸ˜‚,0
mehnat....! what the fuck....nhi ye barii mehnat wala kam kiya unho nyðŸ˜‚apna jism bechna agr mehnat ha to phir har randi mehnti ha,0
   hahahahha ye b sahi hai.. agy b to bina sochy bol dyti hu sab ðŸ™†ðŸ¤¦ðŸ˜‚ðŸ˜‚,1
 main ny is say ziyada horror dramay or movies dekhi hain..ðŸ¤£ðŸ¤£,1
randi gandi imran ki bandi,0
